product,price,customer,date
prod_72_7398,175,waxvwozn2259813647,10/2/2021 15:16
prod_29_17163,265,FFDPSEUC4158884193,11/21/2021 15:33
prod_81_32865,656,ECMWBGXS2365933262,12/13/2021 9:00
prod_35_48767,397.8,qntoasef1954689676,12/30/2021 6:08
prod_77_56230,71.1,LUNPASHE1237618323,11/10/2021 23:35
prod_95_23572,781,Sqqqrepo4097449325,12/10/2021 8:43
prod_95_23572,702.9,Hkiqjvso4179349103,10/6/2021 4:13
prod_70_52165,261,Itlyidyw3351754381,11/11/2021 8:06
prod_69_31245,695.7,nrzixrej2562427790,12/25/2021 3:42
prod_78_35167,511,RKAKDXSD869688556,12/5/2021 11:54
prod_4_23879,420.3,Hqukslcf654082356,11/30/2021 0:19
prod_47_11852,46,Gmgjanoq2430062315,10/14/2021 1:30
prod_60_60974,414.9,wwfeoizq605284414,11/27/2021 12:00
prod_39_38431,268,Iunptitg369234770,12/13/2021 7:38
prod_8_13701,152,JYTNSZBB2783235904,10/29/2021 15:58
prod_81_32865,590.4,Feynzifm934578732,11/11/2021 7:23
prod_20_26093,331.2,xrdmmdup3033662268,10/2/2021 21:39
prod_21_35586,320,ZITHMQZH1178443306,10/12/2021 23:37
prod_83_35734,816,cenvyfqs1962628446,10/12/2021 19:29
prod_60_60974,414.9,Jvvwgdts188266326,10/20/2021 8:18
prod_67_33621,999,VDGCWVDN584264737,12/12/2021 4:22
prod_21_35586,288,ujvfcqds2894319360,10/7/2021 2:39
prod_37_41572,985,Enziuadb3317703583,12/27/2021 12:34
prod_22_40693,803.7,Wtkzoomr526450689,10/14/2021 20:43
prod_29_17163,265,yimngjsh4005240084,10/11/2021 10:46
prod_51_48835,810,GAAJYSGO2960425646,12/11/2021 4:09
prod_72_7398,157.5,XKVLAHOW3710141202,12/20/2021 14:02
prod_92_16857,755,wfywbzox2582037202,12/12/2021 1:31
prod_38_19499,6,jtxpmrek1044051847,10/19/2021 6:37
prod_87_44039,893,Wrvhmvgq3429567595,10/17/2021 15:21
prod_20_26093,331.2,zuiagvrl4196002433,12/28/2021 10:56
prod_6_30449,635,Pwfwcwqu1166588491,10/9/2021 13:07
prod_87_44039,893,nyruzkhc2385478951,12/2/2021 19:44
prod_53_20228,714.6,Tcyrztie1556887585,10/14/2021 1:37
prod_83_35734,734.4,ITLYIDYW3351754381,10/31/2021 23:31
prod_99_26910,167.4,uvzqjrrg2118870777,12/9/2021 3:28
prod_97_58742,492,Dywhrpfb2709208563,12/30/2021 19:22
prod_66_49521,222.3,ITLYIDYW3351754381,11/17/2021 16:35
prod_5_57392,450,idpzpiae1116200846,12/13/2021 23:49
prod_40_42608,750,ICKCUWHZ4226671120,11/3/2021 15:55
prod_14_25023,653,MDSDRZXL1326865370,12/14/2021 15:45
prod_67_33621,899.1,gaajysgo2960425646,11/26/2021 14:45
prod_97_58742,492,pluuyhkm672619153,11/28/2021 22:19
prod_89_41895,339.3,CHYPYOAG300907296,10/27/2021 5:43
prod_12_46839,532.8,Kdvpvzwl2137664409,10/1/2021 2:41
prod_50_27592,324,lfsgcizx3402483731,12/26/2021 10:52
prod_96_8204,790,IYACLADQ4264894324,12/3/2021 4:02
prod_21_35586,320,plbxyhbo3927454372,12/2/2021 4:11
prod_47_11852,46,pmsihxvt1976672506,11/25/2021 9:57
prod_90_33398,108.9,Lunpashe1237618323,11/29/2021 21:29
prod_97_58742,492,VMJDJRCH3318887604,12/7/2021 12:27
prod_79_34297,19.8,TKVQOLIP3787340396,10/5/2021 19:10
prod_9_14928,68,Szzmvobl707020208,12/2/2021 13:01
prod_75_31613,469.8,pfmjqisa124922284,11/25/2021 16:10
prod_34_33126,924,trmfckfg2066139938,12/30/2021 21:04
prod_85_61350,662,HHXTKUNK532086377,10/3/2021 22:56
prod_14_25023,653,Ackiekbt510115602,11/21/2021 23:04
prod_25_46445,670,QVVVMKSF878472193,12/9/2021 18:17
prod_63_47776,487,Awxrqmjw220109616,12/9/2021 5:38
prod_5_57392,450,OANDQOWX820586467,12/1/2021 13:44
prod_71_12599,414,KCAJRJHJ3542778637,12/29/2021 6:48
prod_3_54932,898,wdtzimpc1315102116,11/28/2021 6:33
prod_38_19499,6,Nmyvnikj3423140497,12/26/2021 8:55
prod_36_41136,49,zkjkhnyx572361246,12/5/2021 15:36
prod_48_45608,762,CNJXVFVI3685953072,12/21/2021 7:57
prod_49_45071,992,JETUBIBG3532030261,11/21/2021 3:53
prod_23_11675,949,BPCNJLKZ2373589075,11/10/2021 9:05
prod_75_31613,522,FBYNQUXA3849427690,10/14/2021 9:17
prod_55_62200,631.8,HXAVSLHR3712307359,12/1/2021 11:33
prod_58_20298,708,JYTNSZBB2783235904,11/2/2021 9:18
prod_80_49478,936,zqifbhsf4162206765,11/9/2021 7:21
prod_32_53584,164,pvrsadzy3954469523,12/4/2021 12:43
prod_71_12599,372.6,Oghtqeqj1021801758,11/13/2021 1:31
prod_47_11852,46,Nhkpdmic3246117317,11/22/2021 1:36
prod_40_42608,750,PWFWCWQU1166588491,11/6/2021 22:44
prod_65_38327,627,FGADDIMK3813234790,12/19/2021 6:19
prod_52_8939,730,Oazcdtun1308046546,11/3/2021 20:14
prod_33_25785,124,zidjblaz1965612036,10/9/2021 4:16
prod_3_54932,808.2,nkbssixi926910989,12/5/2021 16:14
prod_94_4935,495.9,gzxbtdzb2878383118,10/7/2021 2:27
prod_93_8330,355.5,zenmziwn399382402,10/18/2021 15:48
prod_56_23126,554,JJPXDMAY1648321550,10/10/2021 9:20
prod_29_17163,265,UEKMPMRS2415211097,12/26/2021 14:18
prod_58_20298,708,Mowzriau2042555790,10/22/2021 23:22
prod_14_25023,587.7,Qhdubmpj3778411239,10/13/2021 17:55
prod_31_31200,714.6,lcqmfwon3794203789,12/30/2021 18:39
prod_97_58742,442.8,JSGZUVSG2639600698,11/5/2021 18:38
prod_57_31611,739,BXPINKQX3643690326,10/22/2021 6:18
prod_21_35586,320,eiqokiap4033682946,10/4/2021 1:41
prod_23_11675,854.1,hjvglinr644086189,11/3/2021 4:01
prod_48_45608,762,cskrlgxr3233321548,11/27/2021 7:53
prod_96_8204,790,Rkakdxsd869688556,12/23/2021 5:35
prod_33_25785,124,rydjgddd2943509739,10/18/2021 18:22
prod_2_51462,570.6,Waqtywat198525384,11/15/2021 20:22
prod_8_13701,152,Atiryvql2703209748,11/24/2021 12:17
prod_73_55136,952,ywzlifnk4002713291,11/27/2021 22:57
prod_44_29979,623.7,aloebasa255876292,11/7/2021 1:35
prod_48_45608,685.8,EULIMUUU591355146,12/15/2021 3:01
prod_69_31245,695.7,LACRHIWE4112192308,12/6/2021 9:19
prod_61_30290,858,SMBEHTPH2187166915,10/2/2021 5:16
prod_10_11397,548,RTKGBVBG3135566329,10/20/2021 2:36
prod_73_55136,856.8,DFXVNHNN3083490740,12/30/2021 2:44
prod_80_49478,842.4,SCFTVMBQ3410638152,10/31/2021 3:49
prod_56_23126,554,izfefxgf1931041425,12/28/2021 18:32
prod_94_4935,551,FKDYYRXB1843615001,11/18/2021 17:46
prod_71_12599,372.6,DMNQFWEO579254391,12/14/2021 8:01
prod_14_25023,653,kbyflrei3822197661,11/5/2021 18:29
prod_50_27592,324,Yzbpetdb3878945900,10/27/2021 2:33
prod_94_4935,495.9,GPQFNJDR681500858,11/23/2021 19:13
prod_14_25023,587.7,kdvpvzwl2137664409,11/14/2021 19:42
prod_54_46375,107.1,Lqdhnssb887571335,11/27/2021 2:41
prod_73_55136,952,Ddmlffxo1615568978,10/2/2021 23:38
prod_40_42608,675,JFFUUWNC981329932,11/14/2021 19:06
prod_62_27090,936,HCLHHGCK2950093991,11/11/2021 21:49
prod_72_7398,175,pmhwrcpn974957978,11/23/2021 9:06
prod_57_31611,739,OSMDPQSI4073381116,10/14/2021 15:23
prod_70_52165,290,ecmwbgxs2365933262,11/18/2021 23:51
prod_19_48699,743.4,bovmiowp2391703858,11/9/2021 12:51
prod_45_49428,799,atiryvql2703209748,12/12/2021 11:19
prod_38_19499,5.4,yhorhfqh2779880959,11/22/2021 16:11
prod_47_11852,41.4,JCBUAYFV158461907,12/12/2021 23:18
prod_92_16857,755,Elzklivr2349789302,10/28/2021 13:51
prod_26_31806,733,PVRSADZY3954469523,11/19/2021 0:41
prod_54_46375,107.1,fzuoodxw2236964781,11/28/2021 11:06
prod_79_34297,19.8,Ptdugavo2908104144,10/27/2021 9:44
prod_31_31200,794,IECTIZAW1105674794,11/22/2021 11:13
prod_72_7398,157.5,lvxqtkhb3990981575,11/11/2021 20:23
prod_87_44039,893,YIQGXKUG1664057943,11/2/2021 17:39
prod_88_35492,126,LLZWKYCH2340418364,10/31/2021 3:40
prod_80_49478,936,HGWNGGYL2338196163,10/29/2021 16:31
prod_79_34297,22,Encuwnzz834073256,11/22/2021 12:03
prod_90_33398,121,BBWREBXX3654076884,11/26/2021 15:25
prod_3_54932,898,DABFYBZL1663164789,10/4/2021 20:21
prod_48_45608,762,XLVDSJUT2841723863,11/16/2021 17:23
prod_43_49233,969,CMHLPNSN2023792158,11/17/2021 7:02
prod_25_46445,603,nyofoljo894863850,11/25/2021 8:10
prod_35_48767,442,Kucwaxhx227147528,10/12/2021 4:39
prod_60_60974,461,HBNLUWNZ1684947087,11/21/2021 1:54
prod_95_23572,702.9,rrqrugqo1290565246,12/9/2021 9:26
prod_37_41572,985,MJKBIRDD920240,11/15/2021 4:30
prod_31_31200,714.6,MNFRCFZJ928432685,11/19/2021 1:13
